STT,Code,Diali,GDCD,Hoahoc,KHTN,KHXH,LichSu,Ngoaingu,Nguvan,Sinhhoc,Toan,Vatli,City
583107,2043599,7,8.25,,,7.08,6,6,6,,7.6,,2
583108,2043600,6.75,7.75,,,6.17,4,4.6,7.25,,5.2,,2
583109,2043601,,,6.5,5.75,,,3.6,7.5,5.25,7,5.5,2
583110,2043602,7.25,9.75,,,7.08,4.25,5.2,6.25,,7.6,,2
583111,2043603,,,5,4.92,,,3.6,7,3.5,7,6.25,2
583112,2043604,,,5.5,5.25,,,4,6.75,4.75,6.8,5.5,2
583113,2043605,,,7.25,6.33,,,5.2,7.25,6.75,7.6,5,2
583114,2043606,5.75,8.75,,,6.42,4.75,4.2,6.75,,4.8,,2
583115,2043607,,,5.5,5.25,,,2.2,5.75,6.25,5.6,4,2
583116,2043608,,,7.75,6.75,,,3.8,7,4.75,8.8,7.75,2
583117,2043609,,,6.75,6.33,,,3.4,6.5,5.5,7.6,6.75,2
583118,2043610,,,8,6.42,,,5.8,7.5,3.75,8,7.5,2
583119,2043611,,,5.5,6.33,,,5.8,6.5,5.75,8.6,7.75,2
583120,2043612,,,8,7.17,,,3.6,6.75,5.25,8.4,8.25,2
583121,2043613,,,7.25,6.25,,,4.2,7,4.25,6.6,7.25,2
583122,2043614,,,6.5,4.83,,,4,7,4,6.8,4,2
583123,2043615,,,4.75,5,,,4,7.75,5,6,5.25,2
583124,2043616,,,7.25,6.67,,,9,5.25,5.25,8.4,7.5,2
583125,2043617,,,5.75,5,,,5.8,5.5,4.5,7.4,4.75,2
583126,2043618,,,7,6.33,,,5.8,7.25,5,8.2,7,2
583127,2043619,,,6.5,5.33,,,3.2,7,3.25,6.6,6.25,2
583128,2043620,,,7.5,7.58,,,6.8,7.25,7,7.4,8.25,2
583129,2043621,,,5.25,5.83,,,3.6,5.25,6,5.4,6.25,2
583130,2043622,,,5.25,6.25,,,8.2,4.5,4.5,8.6,9,2
583131,2043623,,,5.75,6.25,,,4.4,6.25,6.5,6.4,6.5,2
583132,2043624,,,6.75,6.42,,,6.6,5.75,5.25,7.6,7.25,2
583133,2043625,,,6.25,5.92,,,4.6,6.25,5,7.8,6.5,2
583134,2043626,,,7.5,6.75,,,4.8,6.75,6.25,6.6,6.5,2
583135,2043627,,,7,6.17,,,5.4,6.5,4.25,7.4,7.25,2
583136,2043628,,,6.25,6.25,,,6.8,7.5,5.75,7.2,6.75,2
583137,2043629,,,5.5,6,,,4.2,7.75,6,7.6,6.5,2
583138,2043630,,,7.75,6.17,,,2.6,7.5,4.5,7.8,6.25,2
583139,2043631,,,6.5,6.25,,,5.6,7.25,5,8.2,7.25,2
583140,2043632,,,7.75,7,,,7.2,6.25,6.25,6.8,7,2
583141,2043633,,,8.25,7.33,,,5.6,7.25,6.75,7.6,7,2
583142,2043634,,,7.25,6,,,4.2,7,4.25,7.4,6.5,2
583143,2043635,,,8,6.75,,,5.6,5.25,5.75,8.4,6.5,2
583144,2043636,,,4.25,4.17,,,4.4,7,5,5.8,3.25,2
583145,2043637,,,3.5,3.67,,,3,5,3.5,6.6,4,2
583146,2043638,,,7,7,,,4.2,6.25,6.5,8.2,7.5,2
583147,2043639,,,6.5,6.08,,,5,7,7.5,6.8,4.25,2
583148,2043640,,,4,4,,,3.6,6.5,3,5.6,5,2
583149,2043641,,,5.75,5.58,,,5.4,5.5,4.75,7.6,6.25,2
583150,2043642,,,7.25,6.5,,,4,6.25,5.5,7.8,6.75,2
583151,2043643,,,7.5,6.42,,,5.2,7.25,5,7.8,6.75,2
583152,2043644,,,6,6,,,5.4,6.75,5.25,6,6.75,2
583153,2043645,,,7.5,6.08,,,6,7.5,5.25,8.8,5.5,2
583154,2043646,7,9,,,6.58,3.75,8.2,7.75,,6.6,,2
583155,2043647,8,9.5,,,6.75,2.75,7,7.5,,7.2,,2
583156,2043648,,,5.75,5,,,4.4,6.5,4,7.2,5.25,2
583157,2043649,,,4.5,4.75,,,3.6,7.5,5.25,6.8,4.5,2
583158,2043650,,,7.25,6.33,,,8.6,7.75,5,8.8,6.75,2
583159,2043651,,,6.75,6.25,,,5.6,7.5,4,7.6,8,2
583160,2043652,,,7.25,7.17,,,6.4,8,6,8.6,8.25,2
583161,2043653,,,7.75,7.33,,,5.2,7,5.75,7.8,8.5,2
583162,2043654,6.75,8.5,,,6.5,4.25,6,6.5,,7.6,,2
583163,2043655,6.5,9,,,6.25,3.25,3.8,5.5,,5.4,,2
583164,2043656,,,6.5,5.58,,,5.6,7.25,3.75,8.4,6.5,2
583165,2043657,7.25,9,,,7.33,5.75,5.4,6,,7.4,,2
583166,2043658,,,6.25,6.33,,,6.4,6.75,6.25,8.4,6.5,2
583167,2043659,,,7.25,6.92,,,6.2,7.25,6,8,7.5,2
583168,2043660,7,7.5,,,7,6.5,4.6,7,,6.8,,2
583169,2043661,,,7.5,6.42,,,4.4,7.5,4.75,7.2,7,2
583170,2043662,8.5,9.75,,,8.67,7.75,6.2,7.75,,7.6,,2
583171,2043663,,,5.75,6,,,5.4,7.5,5.5,8,6.75,2
583172,2043664,,,4.5,4.33,,,4,6.25,3.75,7.2,4.75,2
583173,2043665,,,6.75,7.33,,,5.4,5.5,7.75,7.4,7.5,2
583174,2043666,,,5.75,5,,,4.4,5.75,3.25,6,6,2
583175,2043667,,,8.25,7.5,,,8,8,6.5,8.6,7.75,2
583176,2043668,,,6.75,6.08,,,3.4,6.25,4.75,7.4,6.75,2
583177,2043669,,,6.5,5.58,,,3.4,6.75,3.75,8.2,6.5,2
583178,2043670,,,5,4.08,,,5.6,5.25,3.75,6.2,3.5,2
583179,2043671,,,4.75,5.83,,,7.8,5.25,5.5,7.4,7.25,2
583180,2043672,7.75,8.25,,,6.33,3,3,7,,4.8,,2
583181,2043673,,,7.25,6.42,,,4,5.5,5,7.6,7,2
583182,2043674,5.25,7.5,,,6.08,5.5,3.8,6,,7.2,,2
583183,2043675,7,8.5,,,6.83,5,3.6,6.5,,7.6,,2
583184,2043676,,,6.5,5.17,,,7.6,5.75,4.75,8.4,4.25,2
583185,2043677,,,7,6.25,,,5.4,7.25,4.25,7.8,7.5,2
583186,2043678,7.75,9,,,7.58,6,6.2,7,,8,,2
583187,2043679,,,6.75,6.5,,,4.6,6.5,6,7.8,6.75,2
583188,2043680,,,5.25,5.75,,,4.4,6.75,5.25,6.4,6.75,2
583189,2043681,,,3,4.17,,,4.4,4.5,3.75,7,5.75,2
583190,2043682,6.25,6.75,,,5.92,4.75,4.2,6.75,,5.6,,2
583191,2043683,7.25,9,,,8.25,8.5,6.2,7.25,,8,,2
583192,2043684,,,5,5,,,4.4,6.25,3.75,7,6.25,2
583193,2043685,6.5,8,,,6.58,5.25,6.4,5.5,,6.8,,2
583194,2043686,6.75,7.5,,,6.25,4.5,2.6,6,,7,,2
583195,2043687,,,8.25,6.83,,,3.8,7,5.5,8.2,6.75,2
583196,2043688,7.75,9.5,,,7.5,5.25,5,7,,7.6,,2
583197,2043689,,,6.5,6.5,,,4.8,7.25,6,6.6,7,2
583198,2043690,6,8,,,5.5,2.5,4.6,6.75,,6.4,,2
583199,2043691,6,7.25,,,6.08,5,5.2,6.25,,4.6,,2
583200,2043692,7.75,8.25,,,6.92,4.75,4.8,6.75,,5.6,,2
583201,2043693,5.75,7,,,5.58,4,2.6,6.25,,5,,2
583202,2043694,8.5,9.25,,,7.75,5.5,5.2,8.25,,8,,2
583203,2043695,8.25,9.75,,,8,6,7.2,6.75,,5.6,,2
583204,2043696,,,7.5,6.08,,,5.6,7.25,5.5,7.6,5.25,2
583205,2043697,7.5,9,,,7.42,5.75,4.4,7,,6,,2
583206,2043698,6.25,9.75,,,7.25,5.75,6,7,,7.4,,2
583207,2043699,,,7.25,6.67,,,5.2,6.25,5.5,7.4,7.25,2
583208,2043700,,,6.25,7.17,,,7.8,6.25,6.5,9.2,8.75,2
583209,2043701,6,8.25,,,5.83,3.25,4.6,4.5,,6,,2
583210,2043702,,,4.75,4.92,,,4.4,7.5,4.5,6,5.5,2
583211,2043703,,,6,5.17,,,4.8,7.5,4.75,7.4,4.75,2
583212,2043704,6.25,8,,,5.83,3.25,4.8,6.5,,5.8,,2
583213,2043705,,,8,7.33,,,8.4,7.25,6.5,8.8,7.5,2
583214,2043706,,,8,6.75,,,7.2,6.75,4.75,8.2,7.5,2
583215,2043707,,,7.75,7,,,4.6,7.25,5.5,8.6,7.75,2
583216,2043708,,,6.25,5.67,,,5.6,8.25,5,7,5.75,2
583217,2043709,,,6.75,6.67,,,6.6,7.75,5.5,7.6,7.75,2
583218,2043710,7.75,9,,,6.75,3.5,3.8,7.5,,7.8,,2
583219,2043711,5.75,7.75,,,6,4.5,3.4,5.5,,5.2,,2
583220,2043712,,,6,5.33,,,9,7.25,4.75,8.4,5.25,2
583221,2043713,,,5.25,5.08,,,4,7.75,4.25,6.4,5.75,2
583222,2043714,6,7.5,,,5.58,3.25,2,7,,6,,2
583223,2043715,,,5.25,5.67,,,6.2,7.25,6,7.8,5.75,2
583224,2043716,,,5,5.83,,,5,6.5,5.5,6.6,7,2
583225,2043717,,,7,5.92,,,5.6,6.75,5.25,7.6,5.5,2
583226,2043718,,,6.5,6.5,,,5,6.75,5.5,7.2,7.5,2
583227,2043719,,,5.75,5.58,,,6.4,7.75,4.75,8.2,6.25,2
583228,2043720,,,8.5,7.25,,,7,7.5,5.5,8.2,7.75,2
583229,2043721,7.5,8.25,,,7.25,6,3.2,6.5,,4.8,,2
583230,2043722,7.5,8.25,,,6.83,4.75,3.6,7.25,,6.2,,2
583231,2043723,,,7.5,6.67,,,4.2,6.75,5.5,8.2,7,2
583232,2043724,5.75,6.25,,,5.17,3.5,5.2,6.5,,7,,2
583233,2043725,,,8.25,6.42,,,4.4,5.5,4.25,8.2,6.75,2
583234,2043726,,,7,6.5,,,7.4,7.75,5,9.4,7.5,2
583235,2043727,6,9,,,6.5,4.5,5.8,7,,7.8,,2
583236,2043728,7.75,9.25,,,7.58,5.75,5.2,7,,7,,2
583237,2043729,,,6,5.17,,,3.8,6.5,3.75,7.2,5.75,2
583238,2043730,,,5.75,5.17,,,4.2,7.75,5.75,6.4,4,2
583239,2043731,,,7,6.17,,,4.4,7.5,5,7,6.5,2
583240,2043732,,,6.25,5.5,,,3.6,7.25,4,7.4,6.25,2
583241,2043733,8,9.25,,,7.67,5.75,4.2,7.25,,7,,2
583242,2043734,6.25,7.25,,,5.58,3.25,4.2,5.5,,6.2,,2
583243,2043735,6.25,8.75,,,6,3,4.6,6.5,,6.6,,2
583244,2043736,,,3.25,3.75,,,2.8,7,4,6.2,4,2
583245,2043737,,,7.25,7.08,,,6.2,7.75,6,8.8,8,2
583246,2043738,8,9,,,7.5,5.5,5.8,7.75,,6.6,,2
583247,2043739,,,7.5,6.67,,,7.4,8.25,5.5,7.4,7,2
583248,2043740,5.75,7.75,,,6.08,4.75,5,6,,7.2,,2
583249,2043741,,,5,4.83,,,3.6,5.75,4,7.6,5.5,2
583250,2043742,5.25,7.75,,,6.08,5.25,3.8,5,,4.6,,2
583251,2043743,,,3.25,4.17,,,7,7.5,3.75,8.2,5.5,2
583252,2043744,,,6,5.92,,,4.8,8,5.5,8.2,6.25,2
583253,2043745,,,8,7.17,,,3.8,7,8,7.8,5.5,2
583254,2043746,,,4.25,4.75,,,6.2,7.25,5.5,6,4.5,2
583255,2043747,,,5,5.83,,,3.4,5.5,6,7.6,6.5,2
583256,2043748,6.75,8.5,,,6.58,4.5,3.6,7,,6.4,,2
583257,2043749,,,5.5,5.08,,,3.2,6.75,3.5,6,6.25,2
583258,2043750,,,6.25,6.17,,,5.8,6.5,5.75,8,6.5,2
583259,2043751,,,5.75,5.92,,,7.2,6.5,5.75,7,6.25,2
583260,2043752,,,7.75,5.92,,,5.6,7,3.75,7.6,6.25,2
583261,2043753,,,6,5.17,,,3.2,6.25,3.75,6.2,5.75,2
583262,2043754,,,7.25,7,,,3.8,6.75,6.5,7.2,7.25,2
583263,2043755,,,7.75,6.17,,,6.4,5.5,4,8.4,6.75,2
583264,2043756,7,9,,,6.58,3.75,2.8,5,,5.2,,2
583265,2043757,,,8,6.67,,,5,6.75,5.5,7.6,6.5,2
583266,2043758,,,5.75,6.08,,,5,7.75,6,8.2,6.5,2
583267,2043759,5,7.5,,,5.5,4,3.2,6.25,,6.4,,2
583268,2043760,5.5,7.5,,,6.08,5.25,3.2,6.5,,5.8,,2
583269,2043761,,,5.75,4.92,,,6,6.75,3.75,6.8,5.25,2
583270,2043762,5.25,6.25,,,4.92,3.25,2.8,4.25,,4.8,,2
583271,2043763,8,8.5,,,7,4.5,2.8,6.75,,7.2,,2
583272,2043764,,,7,6,,,4.2,6.5,4.75,7.8,6.25,2
583273,2043765,6.75,9.25,,,7.25,5.75,5.2,4.5,,7.2,,2
583274,2043766,4.25,8,,,5.5,4.25,5.4,7.75,,6,,2
583275,2043767,,,6.75,6.17,,,2.8,7.75,5,7,6.75,2
583276,2043768,6.25,9.25,,,7.33,6.5,6.2,4.75,,7.8,,2
583277,2043769,,,6.25,6.25,,,6.8,7,5.25,8.6,7.25,2
583278,2043770,,,7.75,6.67,,,6,7.5,4.25,7.4,8,2
583279,2043771,7.25,9,,,7.08,5,3.8,6.25,,5.6,,2
583280,2043772,6,8.25,,,6.5,5.25,5.2,6,,6.4,,2
583281,2043773,,,7,6.08,,,4.6,6,5,7.8,6.25,2
583282,2043774,,,6.75,5.58,,,5.4,6.25,3.5,7.8,6.5,2
583283,2043775,,,5.25,5.25,,,5.4,6.5,6.25,7,4.25,2
583284,2043776,6.25,7.25,,,5.92,4.25,3.8,6,,7.6,,2
583285,2043777,8,8.5,,,7.5,6,3.4,6.5,,6.8,,2
583286,2043778,,,8.5,7,,,5.8,7.5,5.5,8,7,2
583287,2043779,,,6,6.17,,,4.6,6.75,5.5,7.4,7,2
583288,2043780,,,7,5.75,,,4.6,6.25,4.75,6.6,5.5,2
583289,2043781,,,5.5,4.92,,,5.2,6.75,5,6.6,4.25,2
583290,2043782,,,4.25,4.75,,,2.8,6.5,3.75,6.8,6.25,2
583291,2043783,,,7.5,6.75,,,3,6.25,5.5,7.2,7.25,2
583292,2043784,,,3,4.67,,,3.6,5.25,5.75,4,5.25,2
583293,2043785,,,8.25,7,,,7.6,7.25,4.75,8.4,8,2
583294,2043786,7.5,8.25,,,6.92,5,3.8,6,,6,,2
583295,2043787,7.5,9.5,,,7.75,6.25,3.4,5.75,,7.6,,2
583296,2043788,7,9,,,7.17,5.5,3.6,6.75,,7.6,,2
583297,2043789,,,4.75,6.08,,,7.6,7.5,5.5,8.8,8,2
583298,2043790,,,7.75,6.17,,,3.6,6,4.5,8.4,6.25,2
583299,2043791,,,6,5.5,,,5.2,7.25,4.5,6.8,6,2
583300,2043792,,,6.25,6.08,,,5.4,7.5,6.5,7.6,5.5,2
583301,2043793,6,9,,,6.58,4.75,3.6,6.5,,7.4,,2
583302,2043794,7,8.5,,,7.25,6.25,5,7.25,,7.2,,2
583303,2043795,,,6.25,5.92,,,3.4,5.75,5.75,8,5.75,2
583304,2043796,5.5,7.75,,,5.58,3.5,5.4,7,,6.4,,2
583305,2043797,7.5,8.75,,,7.17,5.25,4.4,7.5,,6.2,,2
583306,2043798,,,6.75,5.58,,,4.8,7,4,7.2,6,2
583307,2043799,,,7.25,6,,,5.2,7.25,4.5,6.6,6.25,2
583308,2043800,6.5,8.75,,,7,5.75,5.6,7.75,,8,,2
583309,2043801,,,4.75,4.92,,,3.8,6.25,4.5,6,5.5,2
583310,2043802,,,7,6.5,,,6.4,6.75,5.75,7.6,6.75,2
583311,2043803,,,6.75,6.08,,,5.4,6.75,4.75,8.6,6.75,2
583312,2043804,,,7,6.42,,,6,6.5,5.25,7.8,7,2
583313,2043805,6.5,8,,,6.42,4.75,3.8,6.5,,5.2,,2
583314,2043806,,,7.25,6.25,,,4.6,7.5,4.75,5.6,6.75,2
583315,2043807,,,7.25,6,,,4.6,6.75,4.5,7.6,6.25,2
583316,2043808,8.25,9.25,,,8.25,7.25,5.6,7.75,,8.4,,2
583317,2043809,6.5,9.25,,,7.08,5.5,6,8.25,,7.6,,2
583318,2043810,,,5.75,5.67,,,4.8,7.25,5.25,7.2,6,2
583319,2043811,,,6,6.33,,,5,7.25,5.75,7.8,7.25,2
583320,2043812,6.5,9.75,,,7,4.75,4,7,,7.2,,2
583321,2043813,,,7.5,6.42,,,4.4,7.75,4.5,7.6,7.25,2
583322,2043814,,,7.75,6.92,,,3.6,7.25,5.75,7.8,7.25,2
583323,2043815,,,7.25,6.25,,,4.2,8,4,8.4,7.5,2
583324,2043816,,,6.75,5.92,,,3.8,8,4.25,6.6,6.75,2
583325,2043817,7.75,9.75,,,7.25,4.25,4,6.75,,6,,2
583326,2043818,,,5.5,6,,,4.8,5.75,6.25,8.4,6.25,2
583327,2043819,8.25,8.25,,,7.25,5.25,3.6,5.5,,5.8,,2
583328,2043820,,,7.75,6.75,,,6.4,7.5,7.5,7.6,5,2
583329,2043821,7.5,8,,,6.92,5.25,3.6,6,,6.6,,2
583330,2043822,5.75,6.75,,,5.5,4,5.8,5.5,,5.8,,2
583331,2043823,,,7.5,5.92,,,3.4,6,4.25,7,6,2
583332,2043824,8.5,9.25,,,7.83,5.75,6,7,,7,,2
583333,2043825,,,7.25,6.67,,,2.6,5.25,5,7.6,7.75,2
583334,2043826,,,8.5,7.67,,,6.2,8,6.5,8.2,8,2
583335,2043827,,,4.75,4.83,,,3.2,7,4,6.4,5.75,2
583336,2043828,,,6.5,6.42,,,5.2,6.75,4.75,7.2,8,2
583337,2043829,,,5.25,5.5,,,4,7.75,4.5,7.4,6.75,2
583338,2043830,6.75,8.75,,,6.83,5,4,7,,6.6,,2
583339,2043831,6,9.25,,,7.33,6.75,5.8,7.25,,6.8,,2
583340,2043832,4.75,6.75,,,4.83,3,3.4,7.75,,2.8,,2
583341,2043833,,,6.75,5.33,,,5.4,6.75,4,7.6,5.25,2
583342,2043834,,,5.75,5,,,5.2,7,4,4.2,5.25,2
583343,2043835,7.5,9.5,,,7.08,4.25,3,7,,5.2,,2
583344,2043836,,,6.25,6.42,,,3.8,5,5.25,7.6,7.75,2
583345,2043837,,,8,6.5,,,6,6.25,4.75,7.8,6.75,2
583346,2043838,,,7.75,7.25,,,5.4,7.5,6.25,8,7.75,2
583347,2043839,,,6.5,5.58,,,3.6,7.5,6,6.8,4.25,2
583348,2043840,7.5,9.25,,,7.42,5.5,4.6,6.25,,7.2,,2
583349,2043841,,,8.25,7,,,5.8,7.75,5.75,8.2,7,2
583350,2043842,7.5,8.25,,,6.08,2.5,5.2,7.25,,6,,2
583351,2043843,,,5.75,5.17,,,5,6.5,5,5.6,4.75,2
583352,2043844,,,6.25,5.33,,,3.6,7.25,4.25,7.4,5.5,2
583353,2043845,,,7,6.67,,,5,6.75,6.5,7.8,6.5,2
583354,2043846,4,7,,,4.5,2.5,3.6,5.25,,4,,2
583355,2043847,,,6,5.42,,,4.8,6.5,4.25,6.8,6,2
583356,2043848,7.5,8.5,,,7.17,5.5,4,6.75,,7,,2
583357,2043849,7.75,9.75,,,7.25,4.25,5.2,7,,8.2,,2
583358,2043850,6.75,9.75,,,7.08,4.75,5.8,6.25,,7.2,,2
583359,2043851,5.75,8.25,,,5.5,2.5,6,6.25,,5.2,,2
583360,2043852,6.5,8.5,,,6.67,5,4.2,6.25,,7,,2
583361,2043853,6,9.75,,,6.75,4.5,5.2,6.5,,7.2,,2
583362,2043854,,,7.75,6.33,,,5,6.5,4.5,6.8,6.75,2
583363,2043855,,,6.25,5.33,,,6.6,6.75,3.75,5.8,6,2
583364,2043856,,,5.75,4.92,,,5.4,5.75,4.5,7.2,4.5,2
583365,2043857,7,8.5,,,6.58,4.25,4.8,5.75,,6,,2
583366,2043858,6,7.75,,,6.25,5,5,6.25,,5.4,,2
583367,2043859,,,7.5,6.25,,,4.2,7,5,7.6,6.25,2
583368,2043860,7.25,9,,,8.33,8.75,4.8,7.75,,7.8,,2
583369,2043861,,,6.75,6.42,,,5.2,7.25,5.5,7.6,7,2
583370,2043862,,,8.75,7.08,,,5.2,7.5,5,7.8,7.5,2
583371,2043863,,,6.75,6.25,,,2.8,7.25,5.5,7.6,6.5,2
583372,2043864,,,6,5.83,,,5.8,7.5,4.5,8,7,2
583373,2043865,,,5.75,6.42,,,3.6,7.25,6,7.2,7.5,2
583374,2043866,,,7.25,6.83,,,6.2,7.5,6.25,7,7,2
583375,2043867,,,7.75,7,,,4.6,8,6.5,6.8,6.75,2
583376,2043868,,,7.75,6.25,,,5.4,5.25,6,7.8,5,2
583377,2043869,7,9,,,7,5,4,7.25,,6.6,,2
583378,2043870,6,8,,,6,4,4.8,4.25,,6,,2
583379,2043871,4.25,9,,,5.92,4.5,3.6,3.25,,2.6,,2
583380,2043872,5.75,8,,,5.67,3.25,5,5.75,,6.8,,2
583381,2043873,7.25,9.25,,,8.17,8,7.8,6.75,,6.4,,2
583382,2043874,7,8.25,,,6.5,4.25,2.4,6.5,,5.2,,2
583383,2043875,6.75,8.25,,,7.08,6.25,8,5.5,,6.6,,2
583384,2043876,7.75,8,,,7.25,6,4.8,6,,6.6,,2
583385,2043877,6,9.25,,,6.17,3.25,2.2,6.25,,4.6,,2
583386,2043878,5.25,7.75,,,5.33,3,4.6,4.5,,8.6,,2
583387,2043879,7,6.5,,,5.92,4.25,4.2,5.75,,5,,2
583388,2043880,7.75,8.25,,,7,5,4.4,6.75,,7,,2
583389,2043881,7.75,8.5,,,7.67,6.75,6.8,5.75,,5.8,,2
583390,2043882,5.25,8.25,,,6.08,4.75,5.4,6,,6.2,,2
583391,2043883,7.25,8.25,,,6.75,4.75,4.2,7.75,,5,,2
583392,2043884,6.75,7,,,5.75,3.5,4,6.75,,4.8,,2
583393,2043885,,,7,6.58,,,7,6.5,5.75,7.4,7,2
583394,2043886,,,6.5,6.42,,,5.2,7.5,5.75,8,7,2
583395,2043887,6.25,7.5,,,6,4.25,4.2,5.5,,5.6,,2
583396,2043888,,,4.5,4.58,,,5.4,7,5,7.4,4.25,2
583397,2043889,,,6.25,5.58,,,4.4,7,5,7.6,5.5,2
583398,2043890,,,7.5,7.08,,,5,7,6,8.2,7.75,2
583399,2043891,7.75,8,,,6.33,3.25,3.6,6.25,,5.6,,2
583400,2043892,,,6,5.25,,,6.2,7,3.75,6.8,6,2
583401,2043893,,,5.25,5.83,,,5.8,6.25,4.25,7.6,8,2
583402,2043894,,,7,5.75,,,4.6,7.25,4.25,7.4,6,2
583403,2043895,,,4.25,5.08,,,5.8,7.75,5.25,7.4,5.75,2
583404,2043896,7,8.5,,,7,5.5,5.6,7.75,,6.2,,2
583405,2043897,,,6.5,5.58,,,6.6,5.75,4,7.2,6.25,2
583406,2043898,7.25,9.5,,,7.33,5.25,6.2,6,,5.2,,2
583407,2043899,,,4.75,4.67,,,4,6.5,4.75,6.4,4.5,2
583408,2043900,,,8.5,7.75,,,6.4,7.25,7,8.2,7.75,2
583409,2043901,,,8,7.25,,,5.4,8,5.75,8.2,8,2
583410,2043902,7.25,8.5,,,6.92,5,3.6,6.75,,6.4,,2
583411,2043903,,,6.5,5.92,,,4.6,6.5,5.5,8,5.75,2
583412,2043904,,,5.25,5.5,,,4.2,5.5,5.25,6.4,6,2
583413,2043905,,,7.75,7,,,5.6,6,6,8,7.25,2
583414,2043906,,,6,5.25,,,7.4,6.75,5,7,4.75,2
583415,2043907,6.75,8.75,,,6.92,5.25,4.8,7,,6.8,,2
583416,2043908,,,5.25,5.75,,,3.6,6,4.75,7.6,7.25,2
583417,2043909,5.75,7.75,,,5.67,3.5,4.4,5.75,,6.2,,2
583418,2043910,,,6.75,6.58,,,7,5.75,7.25,8.2,5.75,2
583419,2043911,,,7.25,6.5,,,4,6.75,6,7.6,6.25,2
583420,2043912,,,7.25,6.25,,,5.6,6.75,6,8,5.5,2
583421,2043913,,,8.25,6.83,,,5.4,6,5.75,8.4,6.5,2
583422,2043914,8,8.5,,,7.08,4.75,7,7,,7.4,,2
583423,2043915,,,6.25,5.67,,,5.2,6.25,5.25,8.6,5.5,2
583424,2043916,,,6.5,6.25,,,4.4,6.75,5.25,7.6,7,2
583425,2043917,7.25,7.75,,,6.42,4.25,4.4,6.75,,6.8,,2
583426,2043918,,,7.25,6.25,,,3,6.25,5.25,7.6,6.25,2
583427,2043919,7.75,7.75,,,6.67,4.5,5.6,6.75,,5.4,,2
583428,2043920,,,8,6.92,,,5.2,6,6.25,8.6,6.5,2
583429,2043921,,,6.75,6.42,,,5,6.25,6.25,7.2,6.25,2
583430,2043922,6,8.75,,,6.25,4,2.6,5.5,,6.2,,2
583431,2043923,7.75,8,,,6.5,3.75,3.4,6,,5.6,,2
583432,2043924,,,6.5,5.67,,,4,7.75,5.5,7.2,5,2
583433,2043925,4.25,7,,,5.08,4,3.4,6,,5.2,,2
583434,2043926,6.75,6.5,,,6,4.75,4,7,,5,,2
583435,2043927,5.25,8.5,,,5.83,3.75,3.2,5,,5,,2
583436,2043928,5.75,8,,,5.5,2.75,7.4,5.75,,6,,2
583437,2043929,8.25,9,,,7.58,5.5,8,7.75,,8,,2
583438,2043930,,,7.25,7,,,5.4,6.25,5,8,8.75,2
583439,2043931,,,6,6.17,,,4.4,6.5,6.25,6.6,6.25,2
583440,2043932,,,6.75,6.08,,,5,7.25,6.5,8.2,5,2
583441,2043933,,,7.25,5.75,,,6,6,4,8,6,2
583442,2043934,5.25,7.5,,,5.67,4.25,2.8,6.5,,7,,2
583443,2043935,,,5,5.58,,,5,5.75,5,7.2,6.75,2
583444,2043936,,,8.25,6.17,,,4.6,6.25,5,6.6,5.25,2
583445,2043937,6.75,8.5,,,6.42,4,3.6,7.5,,5.8,,2
583446,2043938,6.75,8,,,5.75,2.5,5,6.5,,7.6,,2
583447,2043939,,,7.75,6.75,,,5,6.5,5.75,7.8,6.75,2
583448,2043940,,,6.5,5.75,,,6.2,5.5,5.25,7.2,5.5,2
583449,2043941,,,6.25,5.67,,,5.6,6.5,3.5,8.2,7.25,2
583450,2043942,6.75,9.25,,,6.67,4,7.8,7.5,,9.2,,2
583451,2043943,,,7.5,6.58,,,6.2,7.75,4.5,8.4,7.75,2
583452,2043944,6.25,7,,,5.5,3.25,4.4,6.25,,5,,2
583453,2043945,,,6.25,5.5,,,4,6.75,3.25,7.4,7,2
583454,2043946,7.25,8.25,,,7.08,5.75,3.2,7,,6.6,,2
583455,2043947,,,5.5,5.83,,,5.4,7,5,7.8,7,2
583456,2043948,,,7.75,6.67,,,7.4,8,4.5,8,7.75,2
583457,2043949,7.75,8.75,,,6.75,3.75,3.4,6,,5.8,,2
583458,2043950,,,8,7.33,,,5.6,7,5.75,9.4,8.25,2
583459,2043951,,,3.75,4.5,,,4.6,6.5,4,8.2,5.75,2
583460,2043952,,,7.75,7.25,,,4.8,7,5.75,7,8.25,2
583461,2043953,5.75,8.25,,,6,4,4.6,6.25,,6,,2
583462,2043954,,,7.75,6.67,,,8.2,8.5,4.75,8.6,7.5,2
583463,2043955,,,6.25,5.33,,,4.2,6.25,4.75,7,5,2
583464,2043956,,,5.25,4.75,,,6.2,6,4,7,5,2
583465,2043957,5.75,6.75,,,5.5,4,2.8,5,,6.4,,2
583466,2043958,,,4.5,5.17,,,5.4,7,5.25,7.4,5.75,2
583467,2043959,,,4.5,5.25,,,5.2,7.25,6,7,5.25,2
583468,2043960,,,7.25,6.25,,,5.2,7.5,5,7.4,6.5,2
583469,2043961,9.25,9.25,,,8.17,6,8,8,,8.4,,2
583470,2043962,6.5,8.75,,,6.5,4.25,4,7.25,,7.4,,2
583471,2043963,,,7.25,6,,,3.4,7.5,4.5,7,6.25,2
583472,2043964,,,7.25,7.08,,,9,5.25,7.25,8,6.75,2
