Number,Age,Age,Gender,MaritalStatus,EducationLevel,EducationLevel,EducationBackground,JobRole,EnvironmentSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,RelationshipSatisfaction,WorkLifeBalance,WorkLifeBalance,TotalWorkExperienceInYears,TotalWorkExperienceInYears,ExperienceYearsInCurrentRole,ExperienceYearsInCurrentRole,PerformanceRating,PerformanceResult
E1002060,38,Main labor group,Female,Married,2,College,Other,Manager R&D,4,Very High,2,Medium,3,Better,5,Copper range,4,Copper range,3,Meet Expectation
E1002061,22,Young labor group,Female,Married,1,Below College,Medical,Manager R&D,3,High,3,High,3,Better,1,Copper range,0,no exps,3,Meet Expectation
E1002062,31,Main labor group,Female,Married,4,Master,Marketing,Sales Executive,1,Low,1,Low,3,Better,13,Gold range,7,Silver range,2,Needs Improvement
E1002067,46,Middle-aged labor group,Male,Divorced,4,Master,Medical,Research Director,3,High,3,High,3,Better,24,Diamond range,1,Copper range,3,Meet Expectation
E1002068,36,Main labor group,Male,Married,3,Bachelor,Life Sciences,Manager R&D,4,Very High,4,Very High,3,Better,15,Gold range,8,Silver range,3,Meet Expectation
E1002070,44,Middle-aged labor group,Male,Divorced,2,College,Medical,Research Scientist,3,High,3,High,2,Good,6,Silver range,3,Copper range,3,Meet Expectation
E1002072,37,Main labor group,Male,Divorced,2,College,Other,Human Resources,3,High,3,High,2,Good,19,Gold range,0,no exps,3,Meet Expectation
E1002076,33,Main labor group,Male,Married,4,Master,Life Sciences,Research Scientist,4,Very High,2,Medium,3,Better,14,Gold range,8,Silver range,3,Meet Expectation
E1002079,46,Middle-aged labor group,Male,Single,2,College,Life Sciences,Sales Executive,2,Medium,3,High,3,Better,6,Silver range,2,Copper range,2,Needs Improvement
E1002080,40,Main labor group,Female,Married,2,College,Life Sciences,Laboratory Technician,3,High,4,Very High,2,Good,7,Silver range,3,Copper range,3,Meet Expectation
E1002082,35,Main labor group,Male,Divorced,2,College,Medical,Manager R&D,2,Medium,3,High,3,Better,15,Gold range,7,Silver range,2,Needs Improvement
E1002083,38,Main labor group,Male,Divorced,3,Bachelor,Human Resources,Human Resources,1,Low,4,Very High,3,Better,13,Gold range,10,Silver range,2,Needs Improvement
E1002085,34,Main labor group,Male,Married,4,Master,Life Sciences,Laboratory Technician,4,Very High,3,High,2,Good,11,Gold range,1,Copper range,3,Meet Expectation
E1002090,39,Main labor group,Male,Divorced,3,Bachelor,Life Sciences,Sales Executive,3,High,4,Very High,3,Better,7,Silver range,1,Copper range,3,Meet Expectation
E1002091,43,Middle-aged labor group,Male,Single,3,Bachelor,Life Sciences,Research Scientist,1,Low,3,High,2,Good,7,Silver range,2,Copper range,2,Needs Improvement
E1002092,41,Middle-aged labor group,Male,Single,3,Bachelor,Life Sciences,Healthcare Representative,2,Medium,1,Low,1,Bad,11,Gold range,2,Copper range,2,Needs Improvement
E1002093,41,Middle-aged labor group,Female,Divorced,1,Below College,Marketing,Sales Executive,3,High,4,Very High,4,Best,23,Diamond range,14,Gold range,3,Meet Expectation
E1002101,34,Main labor group,Male,Married,2,College,Technical Degree,Sales Executive,2,Medium,3,High,3,Better,10,Silver range,8,Silver range,2,Needs Improvement
E1002102,58,Old labor group,Male,Divorced,3,Bachelor,Medical,Manager,2,Medium,4,Very High,2,Good,37,Diamond range,9,Silver range,2,Needs Improvement
E1002104,35,Main labor group,Male,Married,4,Master,Medical,Laboratory Technician,2,Medium,2,Medium,4,Best,6,Silver range,4,Copper range,3,Meet Expectation
E1002105,47,Middle-aged labor group,Female,Divorced,3,Bachelor,Life Sciences,Manager R&D,3,High,3,High,3,Better,28,Diamond range,11,Gold range,3,Meet Expectation
E1002107,40,Main labor group,Female,Divorced,3,Bachelor,Life Sciences,Healthcare Representative,2,Medium,2,Medium,3,Better,15,Gold range,4,Copper range,2,Needs Improvement
E1002108,54,Old labor group,Female,Married,4,Master,Medical,Research Scientist,4,Very High,2,Medium,2,Good,14,Gold range,1,Copper range,3,Meet Expectation
E1002111,31,Main labor group,Female,Married,4,Master,Marketing,Sales Executive,1,Low,4,Very High,3,Better,9,Silver range,2,Copper range,2,Needs Improvement
E1002113,38,Main labor group,Female,Married,4,Master,Marketing,Sales Representative,2,Medium,1,Low,2,Good,20,Gold range,2,Copper range,3,Meet Expectation
E1002114,26,Main labor group,Male,Single,3,Bachelor,Medical,Sales Executive,3,High,1,Low,3,Better,5,Copper range,3,Copper range,3,Meet Expectation
E1002115,58,Old labor group,Male,Married,4,Master,Life Sciences,Manager R&D,1,Low,2,Medium,3,Better,23,Diamond range,2,Copper range,2,Needs Improvement
E1002117,18,Young labor group,Female,Single,3,Bachelor,Medical,Manager R&D,2,Medium,3,High,1,Bad,0,no exps,0,no exps,3,Meet Expectation
E1002120,31,Main labor group,Male,Married,5,Doctor,Human Resources,Human Resources,4,Very High,3,High,3,Better,2,Copper range,0,no exps,3,Meet Expectation
E1002123,45,Middle-aged labor group,Female,Married,4,Master,Life Sciences,Sales Executive,3,High,2,Medium,4,Best,10,Silver range,7,Silver range,4,Exceed Expectation
E1002125,36,Main labor group,Female,Married,4,Master,Other,Research Scientist,4,Very High,4,Very High,3,Better,15,Gold range,0,no exps,4,Exceed Expectation
E1002127,43,Middle-aged labor group,Male,Married,4,Master,Life Sciences,Sales Executive,1,Low,3,High,3,Better,7,Silver range,7,Silver range,2,Needs Improvement
E1002128,27,Main labor group,Female,Single,2,College,Life Sciences,Manager R&D,4,Very High,3,High,2,Good,6,Silver range,4,Copper range,3,Meet Expectation
E1002130,29,Main labor group,Male,Married,1,Below College,Medical,Laboratory Technician,4,Very High,2,Medium,4,Best,11,Gold range,8,Silver range,3,Meet Expectation
E1002131,32,Main labor group,Male,Single,4,Master,Marketing,Sales Executive,4,Very High,3,High,4,Best,4,Copper range,0,no exps,3,Meet Expectation
E1002132,42,Middle-aged labor group,Male,Married,4,Master,Technical Degree,Research Scientist,3,High,2,Medium,2,Good,10,Silver range,3,Copper range,4,Exceed Expectation
E1002134,47,Middle-aged labor group,Female,Single,4,Master,Life Sciences,Laboratory Technician,2,Medium,3,High,3,Better,7,Silver range,2,Copper range,2,Needs Improvement
E1002135,46,Middle-aged labor group,Male,Divorced,2,College,Life Sciences,Manufacturing Director,4,Very High,3,High,2,Good,12,Gold range,8,Silver range,3,Meet Expectation
E1002136,28,Main labor group,Male,Divorced,2,College,Life Sciences,Human Resources,3,High,2,Medium,3,Better,3,Copper range,2,Copper range,3,Meet Expectation
E1002137,29,Main labor group,Male,Divorced,1,Below College,Life Sciences,Healthcare Representative,4,Very High,4,Very High,3,Better,11,Gold range,0,no exps,3,Meet Expectation
E1002138,42,Middle-aged labor group,Male,Single,3,Bachelor,Life Sciences,Manager R&D,4,Very High,4,Very High,3,Better,8,Silver range,0,no exps,3,Meet Expectation
E1002140,32,Main labor group,Male,Single,4,Master,Marketing,Sales Executive,3,High,3,High,2,Good,7,Silver range,2,Copper range,3,Meet Expectation
E1002141,46,Middle-aged labor group,Female,Divorced,3,Bachelor,Technical Degree,Sales Executive,1,Low,4,Very High,3,Better,25,Diamond range,17,Gold range,2,Needs Improvement
E1002142,27,Main labor group,Female,Married,1,Below College,Medical,Sales Representative,2,Medium,4,Very High,3,Better,9,Silver range,8,Silver range,2,Needs Improvement
E1002143,29,Main labor group,Male,Married,1,Below College,Medical,Human Resources,4,Very High,4,Very High,3,Better,1,Copper range,0,no exps,3,Meet Expectation
E1002145,48,Middle-aged labor group,Male,Married,3,Bachelor,Life Sciences,Manager R&D,4,Very High,4,Very High,3,Better,29,Diamond range,10,Silver range,3,Meet Expectation
E1002146,29,Main labor group,Male,Single,2,College,Life Sciences,Research Scientist,4,Very High,2,Medium,2,Good,1,Copper range,0,no exps,4,Exceed Expectation
E1002151,55,Old labor group,Male,Married,4,Master,Technical Degree,Research Scientist,2,Medium,2,Medium,4,Best,19,Gold range,2,Copper range,3,Meet Expectation
E1002153,28,Main labor group,Female,Married,3,Bachelor,Medical,Sales Representative,2,Medium,4,Very High,3,Better,1,Copper range,0,no exps,3,Meet Expectation
E1002154,30,Main labor group,Male,Single,3,Bachelor,Medical,Sales Representative,2,Medium,3,High,2,Good,1,Copper range,0,no exps,3,Meet Expectation
E1002156,22,Young labor group,Male,Single,1,Below College,Life Sciences,Research Scientist,4,Very High,1,Low,3,Better,1,Copper range,0,no exps,4,Exceed Expectation
E1002158,36,Main labor group,Female,Married,4,Master,Technical Degree,Sales Executive,2,Medium,1,Low,3,Better,10,Silver range,9,Silver range,2,Needs Improvement
E1002160,34,Main labor group,Male,Married,3,Bachelor,Life Sciences,Sales Executive,3,High,4,Very High,3,Better,9,Silver range,3,Copper range,3,Meet Expectation
E1002161,29,Main labor group,Male,Single,3,Bachelor,Life Sciences,Laboratory Technician,4,Very High,2,Medium,3,Better,11,Gold range,2,Copper range,3,Meet Expectation
E1002163,37,Main labor group,Male,Married,4,Master,Medical,Research Scientist,4,Very High,3,High,3,Better,16,Gold range,3,Copper range,4,Exceed Expectation
E1002164,35,Main labor group,Female,Married,2,College,Other,Manufacturing Director,4,Very High,4,Very High,3,Better,4,Copper range,2,Copper range,3,Meet Expectation
E1002166,45,Middle-aged labor group,Female,Married,2,College,Life Sciences,Manufacturing Director,2,Medium,4,Very High,2,Good,10,Silver range,8,Silver range,2,Needs Improvement
E1002168,36,Main labor group,Male,Single,1,Below College,Human Resources,Human Resources,2,Medium,4,Very High,2,Good,10,Silver range,1,Copper range,4,Exceed Expectation
E1002170,40,Main labor group,Male,Divorced,4,Master,Life Sciences,Manager R&D,1,Low,1,Low,3,Better,22,Diamond range,7,Silver range,2,Needs Improvement
E1002171,26,Main labor group,Female,Married,2,College,Life Sciences,Research Scientist,2,Medium,3,High,2,Good,1,Copper range,0,no exps,3,Meet Expectation
E1002176,27,Main labor group,Female,Single,2,College,Medical,Sales Executive,1,Low,2,Medium,2,Good,9,Silver range,7,Silver range,3,Meet Expectation
E1002178,48,Middle-aged labor group,Female,Divorced,3,Bachelor,Medical,Manager,4,Very High,2,Medium,3,Better,24,Diamond range,17,Gold range,3,Meet Expectation
E1002181,44,Middle-aged labor group,Male,Married,4,Master,Life Sciences,Healthcare Representative,2,Medium,4,Very High,3,Better,10,Silver range,0,no exps,3,Meet Expectation
E1002183,34,Main labor group,Male,Married,4,Master,Technical Degree,Research Scientist,4,Very High,2,Medium,3,Better,5,Copper range,2,Copper range,4,Exceed Expectation
E1002185,56,Old labor group,Male,Single,2,College,Life Sciences,Manager R&D,1,Low,4,Very High,3,Better,5,Copper range,2,Copper range,2,Needs Improvement
E1002186,36,Main labor group,Male,Married,2,College,Marketing,Sales Executive,3,High,3,High,1,Bad,12,Gold range,2,Copper range,2,Needs Improvement
E1002187,41,Middle-aged labor group,Female,Married,3,Bachelor,Marketing,Sales Executive,3,High,3,High,3,Better,14,Gold range,4,Copper range,4,Exceed Expectation
E1002189,42,Middle-aged labor group,Male,Married,3,Bachelor,Medical,Manager R&D,3,High,2,Medium,4,Best,18,Gold range,7,Silver range,3,Meet Expectation
E1002190,31,Main labor group,Female,Divorced,2,College,Medical,Sales Executive,3,High,4,Very High,3,Better,8,Silver range,2,Copper range,3,Meet Expectation
E1002193,34,Main labor group,Female,Married,1,Below College,Medical,Sales Executive,4,Very High,3,High,2,Good,9,Silver range,2,Copper range,3,Meet Expectation
E1002194,31,Main labor group,Female,Divorced,3,Bachelor,Medical,Laboratory Technician,1,Low,2,Medium,2,Good,4,Copper range,2,Copper range,2,Needs Improvement
E1002196,26,Main labor group,Male,Married,3,Bachelor,Other,Manager R&D,3,High,1,Low,3,Better,8,Silver range,7,Silver range,3,Meet Expectation
E1002200,45,Middle-aged labor group,Male,Single,4,Master,Medical,Manager R&D,2,Medium,3,High,3,Better,12,Gold range,2,Copper range,3,Meet Expectation
E1002202,33,Main labor group,Male,Single,4,Master,Marketing,Sales Executive,2,Medium,2,Medium,2,Good,10,Silver range,4,Copper range,3,Meet Expectation
E1002205,28,Main labor group,Male,Married,2,College,Life Sciences,Sales Executive,3,High,3,High,3,Better,7,Silver range,7,Silver range,3,Meet Expectation
E1002207,39,Main labor group,Female,Married,4,Master,Life Sciences,Sales Executive,1,Low,3,High,3,Better,10,Silver range,2,Copper range,2,Needs Improvement
E1002209,27,Main labor group,Male,Married,4,Master,Technical Degree,Manager R&D,2,Medium,3,High,2,Good,6,Silver range,3,Copper range,2,Needs Improvement
E1002210,34,Main labor group,Male,Married,4,Master,Other,Research Scientist,3,High,2,Medium,3,Better,16,Gold range,10,Silver range,3,Meet Expectation
E1002212,47,Middle-aged labor group,Male,Married,4,Master,Technical Degree,Manager R&D,3,High,3,High,4,Best,16,Gold range,7,Silver range,3,Meet Expectation
E1002213,56,Old labor group,Female,Married,5,Doctor,Marketing,Sales Executive,4,Very High,3,High,3,Better,6,Silver range,0,no exps,3,Meet Expectation
E1002215,38,Main labor group,Female,Divorced,3,Bachelor,Medical,Manager R&D,4,Very High,3,High,3,Better,20,Gold range,11,Gold range,3,Meet Expectation
E1002216,58,Old labor group,Female,Married,3,Bachelor,Life Sciences,Manager,4,Very High,3,High,2,Good,29,Diamond range,0,no exps,3,Meet Expectation
E1002217,32,Main labor group,Female,Single,2,College,Life Sciences,Research Scientist,1,Low,1,Low,3,Better,8,Silver range,1,Copper range,3,Meet Expectation
E1002218,38,Main labor group,Male,Divorced,2,College,Life Sciences,Manager R&D,2,Medium,4,Very High,4,Best,10,Silver range,2,Copper range,4,Exceed Expectation
E1002219,49,Middle-aged labor group,Male,Married,1,Below College,Life Sciences,Manager R&D,2,Medium,4,Very High,3,Better,28,Diamond range,4,Copper range,2,Needs Improvement
E1002221,42,Middle-aged labor group,Male,Divorced,4,Master,Marketing,Sales Executive,2,Medium,3,High,3,Better,14,Gold range,0,no exps,3,Meet Expectation
E1002222,27,Main labor group,Female,Married,3,Bachelor,Human Resources,Human Resources,1,Low,1,Low,3,Better,1,Copper range,0,no exps,3,Meet Expectation
E1002223,35,Main labor group,Male,Married,4,Master,Medical,Sales Executive,2,Medium,4,Very High,1,Bad,6,Silver range,3,Copper range,2,Needs Improvement
E1002225,28,Main labor group,Male,Single,3,Bachelor,Medical,Manager R&D,3,High,3,High,2,Good,5,Copper range,3,Copper range,3,Meet Expectation
E1002226,31,Main labor group,Male,Divorced,2,College,Medical,Research Scientist,3,High,4,Very High,4,Best,4,Copper range,2,Copper range,3,Meet Expectation
E1002227,36,Main labor group,Male,Married,4,Master,Life Sciences,Manager R&D,1,Low,2,Medium,3,Better,5,Copper range,4,Copper range,3,Meet Expectation
E1002228,34,Main labor group,Male,Single,3,Bachelor,Marketing,Sales Executive,1,Low,1,Low,2,Good,14,Gold range,8,Silver range,2,Needs Improvement
E1002229,34,Main labor group,Male,Divorced,4,Master,Medical,Sales Executive,4,Very High,3,High,2,Good,9,Silver range,7,Silver range,3,Meet Expectation
E1002230,26,Main labor group,Male,Single,3,Bachelor,Medical,Laboratory Technician,3,High,4,Very High,2,Good,8,Silver range,7,Silver range,3,Meet Expectation
E1002233,32,Main labor group,Female,Divorced,4,Master,Medical,Manager R&D,3,High,2,Medium,3,Better,9,Silver range,1,Copper range,3,Meet Expectation
E1002238,28,Main labor group,Male,Divorced,3,Bachelor,Technical Degree,Manager R&D,3,High,1,Low,2,Good,6,Silver range,1,Copper range,3,Meet Expectation
E1002239,38,Main labor group,Male,Single,3,Bachelor,Life Sciences,Sales Representative,1,Low,1,Low,2,Good,20,Gold range,0,no exps,3,Meet Expectation
E1002240,35,Main labor group,Female,Married,4,Master,Life Sciences,Sales Executive,3,High,4,Very High,3,Better,10,Silver range,8,Silver range,3,Meet Expectation
E1002243,27,Main labor group,Male,Single,3,Bachelor,Marketing,Sales Executive,4,Very High,1,Low,3,Better,7,Silver range,7,Silver range,3,Meet Expectation
E1002244,32,Main labor group,Male,Single,4,Master,Life Sciences,Manager R&D,4,Very High,2,Medium,3,Better,8,Silver range,0,no exps,4,Exceed Expectation
E1002245,31,Main labor group,Male,Married,4,Master,Marketing,Sales Executive,1,Low,3,High,3,Better,10,Silver range,7,Silver range,3,Meet Expectation
E1002246,53,Old labor group,Male,Single,4,Master,Life Sciences,Sales Executive,1,Low,2,Medium,2,Good,15,Gold range,2,Copper range,2,Needs Improvement
E1002247,54,Old labor group,Female,Married,2,College,Life Sciences,Research Scientist,1,Low,3,High,2,Good,9,Silver range,3,Copper range,2,Needs Improvement
E1002248,33,Main labor group,Male,Divorced,2,College,Life Sciences,Manager R&D,4,Very High,3,High,3,Better,9,Silver range,7,Silver range,4,Exceed Expectation
E1002249,43,Middle-aged labor group,Male,Married,3,Bachelor,Life Sciences,Healthcare Representative,1,Low,2,Medium,3,Better,10,Silver range,9,Silver range,3,Meet Expectation
E1002250,38,Main labor group,Male,Married,4,Master,Other,Human Resources,4,Very High,2,Medium,3,Better,7,Silver range,2,Copper range,3,Meet Expectation
E1002251,55,Old labor group,Male,Married,4,Master,Human Resources,Manager,3,High,1,Low,3,Better,35,Diamond range,9,Silver range,3,Meet Expectation
E1002252,31,Main labor group,Female,Divorced,1,Below College,Medical,Manager R&D,4,Very High,3,High,3,Better,1,Copper range,0,no exps,3,Meet Expectation
E1002253,39,Main labor group,Male,Single,4,Master,Marketing,Sales Executive,2,Medium,1,Low,3,Better,21,Diamond range,8,Silver range,2,Needs Improvement
E1002254,42,Middle-aged labor group,Male,Single,2,College,Life Sciences,Research Scientist,4,Very High,4,Very High,3,Better,20,Gold range,9,Silver range,3,Meet Expectation
E1002257,31,Main labor group,Female,Married,3,Bachelor,Medical,Research Director,3,High,3,High,4,Best,13,Gold range,7,Silver range,5,Outstanding
E1002258,54,Old labor group,Female,Single,3,Bachelor,Medical,Manufacturing Director,3,High,4,Very High,3,Better,9,Silver range,2,Copper range,3,Meet Expectation
E1002259,24,Young labor group,Male,Single,2,College,Life Sciences,Healthcare Representative,2,Medium,2,Medium,2,Good,4,Copper range,3,Copper range,2,Needs Improvement
E1002260,23,Young labor group,Male,Single,2,College,Other,Laboratory Technician,4,Very High,3,High,4,Best,5,Copper range,2,Copper range,3,Meet Expectation
E1002263,40,Main labor group,Female,Married,3,Bachelor,Technical Degree,Laboratory Technician,4,Very High,1,Low,4,Best,10,Silver range,9,Silver range,3,Meet Expectation
E1002264,40,Main labor group,Female,Married,2,College,Marketing,Sales Executive,2,Medium,3,High,3,Better,15,Gold range,8,Silver range,2,Needs Improvement
E1002265,25,Main labor group,Female,Married,3,Bachelor,Human Resources,Human Resources,3,High,3,High,3,Better,6,Silver range,0,no exps,3,Meet Expectation
E1002267,30,Main labor group,Male,Married,2,College,Medical,Laboratory Technician,4,Very High,3,High,2,Good,12,Gold range,8,Silver range,3,Meet Expectation
E1002270,25,Main labor group,Male,Divorced,1,Below College,Other,Laboratory Technician,4,Very High,3,High,2,Good,7,Silver range,2,Copper range,3,Meet Expectation
E1002271,47,Middle-aged labor group,Male,Single,3,Bachelor,Medical,Manager R&D,1,Low,2,Medium,3,Better,25,Diamond range,14,Gold range,2,Needs Improvement
E1002273,38,Main labor group,Male,Married,4,Master,Life Sciences,Sales Executive,4,Very High,1,Low,3,Better,16,Gold range,13,Gold range,3,Meet Expectation
E1002274,31,Main labor group,Male,Married,2,College,Life Sciences,Sales Representative,1,Low,3,High,3,Better,3,Copper range,2,Copper range,2,Needs Improvement
E1002276,42,Middle-aged labor group,Male,Divorced,4,Master,Life Sciences,Research Scientist,4,Very High,3,High,2,Good,9,Silver range,3,Copper range,3,Meet Expectation
E1002277,41,Middle-aged labor group,Male,Married,3,Bachelor,Life Sciences,Research Scientist,4,Very High,1,Low,3,Better,12,Gold range,3,Copper range,4,Exceed Expectation
E1002278,47,Middle-aged labor group,Female,Married,1,Below College,Medical,Research Scientist,3,High,1,Low,1,Bad,14,Gold range,8,Silver range,2,Needs Improvement
E1002281,35,Main labor group,Male,Married,4,Master,Medical,Research Director,4,Very High,3,High,3,Better,5,Copper range,2,Copper range,3,Meet Expectation
E1002285,22,Young labor group,Male,Single,2,College,Life Sciences,Research Scientist,4,Very High,4,Very High,4,Best,4,Copper range,2,Copper range,3,Meet Expectation
E1002286,35,Main labor group,Male,Single,4,Master,Medical,Research Scientist,2,Medium,2,Medium,3,Better,10,Silver range,7,Silver range,3,Meet Expectation
E1002287,33,Main labor group,Female,Married,2,College,Medical,Healthcare Representative,2,Medium,1,Low,3,Better,10,Silver range,7,Silver range,2,Needs Improvement
E1002288,32,Main labor group,Female,Single,4,Master,Life Sciences,Laboratory Technician,3,High,3,High,3,Better,6,Silver range,2,Copper range,3,Meet Expectation
E1002290,40,Main labor group,Male,Married,4,Master,Life Sciences,Laboratory Technician,1,Low,3,High,2,Good,8,Silver range,0,no exps,3,Meet Expectation
E1002291,32,Main labor group,Male,Married,4,Master,Medical,Sales Representative,2,Medium,2,Medium,3,Better,3,Copper range,2,Copper range,2,Needs Improvement
E1002292,39,Main labor group,Male,Single,1,Below College,Life Sciences,Research Scientist,1,Low,1,Low,3,Better,18,Gold range,7,Silver range,2,Needs Improvement
E1002293,38,Main labor group,Female,Married,3,Bachelor,Medical,Research Director,2,Medium,1,Low,3,Better,20,Gold range,16,Gold range,2,Needs Improvement
E1002295,37,Main labor group,Female,Married,3,Bachelor,Life Sciences,Research Director,3,High,1,Low,3,Better,16,Gold range,11,Gold range,4,Exceed Expectation
E1002296,25,Main labor group,Female,Divorced,2,College,Other,Sales Executive,1,Low,2,Medium,2,Good,6,Silver range,3,Copper range,3,Meet Expectation
E1002297,52,Old labor group,Male,Divorced,4,Master,Life Sciences,Sales Representative,1,Low,2,Medium,2,Good,16,Gold range,8,Silver range,3,Meet Expectation
E1002298,44,Middle-aged labor group,Male,Single,3,Bachelor,Medical,Research Scientist,2,Medium,3,High,3,Better,6,Silver range,3,Copper range,2,Needs Improvement
E1002299,21,Young labor group,Male,Single,1,Below College,Medical,Sales Representative,3,High,4,Very High,3,Better,2,Copper range,2,Copper range,3,Meet Expectation
E1002301,23,Young labor group,Male,Married,3,Bachelor,Marketing,Sales Representative,4,Very High,1,Low,2,Good,1,Copper range,0,no exps,3,Meet Expectation
E1002302,36,Main labor group,Female,Married,3,Bachelor,Medical,Sales Executive,1,Low,3,High,3,Better,10,Silver range,7,Silver range,2,Needs Improvement
E1002303,36,Main labor group,Female,Divorced,2,College,Life Sciences,Manufacturing Director,4,Very High,2,Medium,3,Better,18,Gold range,2,Copper range,3,Meet Expectation
E1002304,56,Old labor group,Male,Divorced,4,Master,Life Sciences,Healthcare Representative,3,High,1,Low,2,Good,13,Gold range,12,Gold range,4,Exceed Expectation
E1002305,29,Main labor group,Male,Married,4,Master,Medical,Research Scientist,1,Low,2,Medium,4,Best,4,Copper range,2,Copper range,2,Needs Improvement
E1002310,56,Old labor group,Male,Married,2,College,Technical Degree,Laboratory Technician,4,Very High,4,Very High,1,Bad,14,Gold range,9,Silver range,2,Needs Improvement
E1002312,41,Middle-aged labor group,Female,Married,4,Master,Life Sciences,Manufacturing Director,1,Low,3,High,3,Better,21,Diamond range,7,Silver range,3,Meet Expectation
E1002313,34,Main labor group,Female,Married,3,Bachelor,Marketing,Sales Executive,4,Very High,4,Very High,3,Better,8,Silver range,7,Silver range,4,Exceed Expectation
E1002314,36,Main labor group,Male,Divorced,4,Master,Marketing,Sales Executive,4,Very High,1,Low,2,Good,15,Gold range,12,Gold range,4,Exceed Expectation
E1002315,41,Middle-aged labor group,Male,Divorced,3,Bachelor,Life Sciences,Sales Executive,3,High,3,High,3,Better,14,Gold range,4,Copper range,3,Meet Expectation
E1002316,32,Main labor group,Male,Single,3,Bachelor,Technical Degree,Research Scientist,4,Very High,4,Very High,3,Better,4,Copper range,2,Copper range,3,Meet Expectation
E1002318,35,Main labor group,Female,Single,4,Master,Life Sciences,Human Resources,3,High,3,High,3,Better,9,Silver range,0,no exps,3,Meet Expectation
E1002319,38,Main labor group,Female,Married,2,College,Life Sciences,Sales Executive,1,Low,3,High,3,Better,10,Silver range,7,Silver range,2,Needs Improvement
E1002322,50,Middle-aged labor group,Male,Divorced,4,Master,Life Sciences,Sales Executive,2,Medium,4,Very High,3,Better,12,Gold range,3,Copper range,4,Exceed Expectation
E1002323,36,Main labor group,Female,Married,4,Master,Marketing,Sales Executive,2,Medium,1,Low,2,Good,8,Silver range,3,Copper range,3,Meet Expectation
E1002326,40,Main labor group,Male,Single,4,Master,Life Sciences,Research Scientist,3,High,4,Very High,3,Better,8,Silver range,2,Copper range,3,Meet Expectation
E1002327,35,Main labor group,Male,Married,4,Master,Life Sciences,Research Scientist,3,High,4,Very High,4,Best,10,Silver range,2,Copper range,3,Meet Expectation
E1002329,40,Main labor group,Female,Married,4,Master,Medical,Research Scientist,3,High,2,Medium,3,Better,20,Gold range,3,Copper range,3,Meet Expectation
E1002330,35,Main labor group,Female,Married,4,Master,Life Sciences,Research Scientist,3,High,4,Very High,3,Better,4,Copper range,3,Copper range,3,Meet Expectation
E1002331,29,Main labor group,Male,Married,2,College,Other,Research Scientist,4,Very High,1,Low,3,Better,10,Silver range,3,Copper range,3,Meet Expectation
E1002332,29,Main labor group,Female,Single,4,Master,Medical,Research Scientist,4,Very High,2,Medium,1,Bad,5,Copper range,4,Copper range,2,Needs Improvement
E1002333,50,Middle-aged labor group,Male,Divorced,3,Bachelor,Marketing,Sales Executive,4,Very High,2,Medium,3,Better,20,Gold range,2,Copper range,3,Meet Expectation
E1002334,39,Main labor group,Female,Married,1,Below College,Marketing,Sales Executive,2,Medium,1,Low,2,Good,21,Diamond range,9,Silver range,2,Needs Improvement
E1002335,31,Main labor group,Male,Single,3,Bachelor,Medical,Manufacturing Director,2,Medium,2,Medium,3,Better,10,Silver range,4,Copper range,2,Needs Improvement
E1002338,26,Main labor group,Female,Single,3,Bachelor,Other,Sales Representative,4,Very High,4,Very High,3,Better,5,Copper range,2,Copper range,3,Meet Expectation
E1002340,39,Main labor group,Male,Married,1,Below College,Medical,Healthcare Representative,4,Very High,1,Low,3,Better,9,Silver range,7,Silver range,3,Meet Expectation
E1002342,27,Main labor group,Male,Married,3,Bachelor,Life Sciences,Manufacturing Director,2,Medium,2,Medium,3,Better,6,Silver range,2,Copper range,3,Meet Expectation
E1002343,49,Middle-aged labor group,Male,Married,3,Bachelor,Medical,Sales Executive,4,Very High,4,Very High,2,Good,17,Gold range,6,Silver range,3,Meet Expectation
E1002346,34,Main labor group,Male,Married,3,Bachelor,Medical,Laboratory Technician,2,Medium,1,Low,4,Best,6,Silver range,3,Copper range,3,Meet Expectation
E100279,41,Middle-aged labor group,Female,Single,2,College,Life Sciences,Sales Executive,2,Medium,1,Low,1,Bad,8,Silver range,4,Copper range,2,Needs Improvement
E100285,27,Main labor group,Male,Married,1,Below College,Medical,Developer,1,Low,4,Very High,3,Better,6,Silver range,2,Copper range,2,Needs Improvement
E100286,32,Main labor group,Male,Single,2,College,Life Sciences,Senior Developer,4,Very High,3,High,2,Good,8,Silver range,7,Silver range,3,Meet Expectation
E100288,59,Old labor group,Female,Married,3,Bachelor,Medical,Senior Developer,3,High,1,Low,2,Good,12,Gold range,0,no exps,4,Exceed Expectation
E100289,30,Main labor group,Male,Divorced,1,Below College,Life Sciences,Senior Developer,4,Very High,2,Medium,3,Better,1,Copper range,0,no exps,4,Exceed Expectation
E100291,36,Main labor group,Male,Married,3,Bachelor,Medical,Senior Developer,3,High,2,Medium,2,Good,17,Gold range,7,Silver range,3,Meet Expectation
E100292,35,Main labor group,Male,Married,3,Bachelor,Medical,Developer,1,Low,3,High,3,Better,6,Silver range,4,Copper range,3,Meet Expectation
E100294,31,Main labor group,Male,Divorced,1,Below College,Life Sciences,Developer,1,Low,4,Very High,2,Good,5,Copper range,2,Copper range,2,Needs Improvement
